COMPLAINID	COMPLAINDATE	COMPLETIONDATE	LASTNAME	FIRSTNAME	GENDER	BROKERFULLNAME	COMMISSIONSCHEME	DESCRIPTION_CATEGORY	REGION	DESCRIPTION_STATUS	STATE	PRODUCT	DESCRIPTION_PRIORITIES	DESCRIPTION_SOURCE	DESCRIPTION_TYPE
11370	18-03-2019	20-03-2019	Irene	Lopez	FEMALE	Randy Rodriguez	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAP-026	Non Urgent	Company HQ	Email
11371	18-03-2019	20-03-2019	William	Hawkins	MALE	Keith Welch	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	PNM-001	Non Urgent	Company HQ	Email
11372	15-03-2019	15-03-2019	Alice	Morris	FEMALE	Patrick Perkins	Comm4	UPDATE REQUEST	West	CLOSED	California	CAS-065	Non Urgent	CRO	Other
11373	18-03-2019	19-03-2019	Kathryn	Taylor	FEMALE	Ryan Gardner	No Commission	REGISTRATION FORM OF REGISTRATION	South	CLOSED	Florida	CAS-021	Non Urgent	Company HQ	Email
11374	19-03-2019	22-03-2019	Julie	Kelly	FEMALE	Martin Patterson	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Washington	PNM-002	Non Urgent	Company HQ	Email
11375	19-03-2019	22-03-2019	Jesse	Boyd	MALE	Kenneth Morales	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Washington	BNM-038	Non Urgent	Company HQ	Email
11376	19-03-2019	22-03-2019	Ronald	Montgomery	MALE	Henry Smith	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Massachusetts	MMP-006	Non Urgent	Company HQ	Email
11377	19-03-2019	22-03-2019	Gregory	Harvey	MALE	Gerald Edwards	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Minnesota	FPT-060	Non Urgent	Company HQ	Email
11378	19-03-2019	22-03-2019	Donald	Myers	MALE	Ralph Bryant	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Massachusetts	MMP-005	Non Urgent	Company HQ	Fax
11379	19-03-2019	22-03-2019	Martha	Wagner	FEMALE	Fred Lewis	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Arizona	PNM-003	Non Urgent	Company HQ	Email
11380	19-03-2019	22-03-2019	John	Mendoza	MALE	Roger Rogers	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HHC-057	Non Urgent	Company HQ	Email
11381	19-03-2019	01-04-2019	Edward	Ross	MALE	Kenneth Clark	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	CAS-014	Non Urgent	Company HQ	Email
11382	19-03-2019	19-03-2019	Robert	Ferguson	MALE	Eugene Boyd	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	South Dakota	CAP-068	Non Urgent	Company HQ	Email
11383	19-03-2019	20-03-2019	Harold	Kim	MALE	Brandon Fox	No Commission	SECURITY CONTRACT MANAGEMENT REQUEST	West	CLOSED	Colorado	HOC-053	Non Urgent	Company HQ	Email
11384	19-03-2019	01-04-2019	Gloria	Cooper	FEMALE	Walter Turner	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HHC-058	Non Urgent	Company HQ	Email
11385	19-03-2019	01-04-2019	Phyllis	Gilbert	FEMALE	Charles Jordan	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	BNM-040	Non Urgent	Company HQ	Email
11386	19-03-2019	01-04-2019	Theresa	Bishop	FEMALE	Kenneth Fields	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	HHC-078	Non Urgent	Company HQ	Email
11387	19-03-2019	21-03-2019	Ruth	Bennett	FEMALE	Christopher Patterson	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	CAS-014	Non Urgent	Company HQ	Email
11388	19-03-2019	21-03-2019	Cynthia	Porter	FEMALE	Gregory Perez	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAS-076	Non Urgent	Company HQ	Email
11389	19-03-2019	21-03-2019	Samuel	Rodriguez	MALE	Earl Jordan	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	PNM-002	Non Urgent	Company HQ	Email
11390	19-03-2019	21-03-2019	Nicholas	Olson	MALE	Peter Day	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Virginia	CAS-019	Non Urgent	Company HQ	Email
11391	19-03-2019	21-03-2019	Ronald	Perez	MALE	Joe Sims	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Wisconsin	CAP-026	Non Urgent	Company HQ	Email
11392	19-03-2019	21-03-2019	Angela	Butler	FEMALE	Scott Campbell	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Ohio	HHC-078	Non Urgent	Company HQ	Email
11393	19-03-2019	21-03-2019	Irene	Cook	FEMALE	Patrick Ruiz	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-053	Non Urgent	Company HQ	Email
11394	19-03-2019	21-03-2019	Christopher	Gutierrez	MALE	Kevin Butler	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAS-017	Non Urgent	Company HQ	Email
11395	19-03-2019	21-03-2019	Nicole	Carter	FEMALE	Antonio Warren	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	HOC-053	Non Urgent	Company HQ	Email
11396	19-03-2019	21-03-2019	Wanda	Mason	FEMALE	David Hall	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	CAS-021	Non Urgent	Company HQ	Email
11397	19-03-2019	21-03-2019	Eric	Harrison	MALE	Ralph White	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Georgia	PNM-002	Non Urgent	Company HQ	Email
11398	19-03-2019	21-03-2019	Raymond	Lewis	MALE	Gregory Gonzalez	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	CAS-077	Non Urgent	Company HQ	Email
11399	19-03-2019	21-03-2019	Michelle	Ross	FEMALE	David Fuller	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Minnesota	BNM-032	Non Urgent	Company HQ	Email
11400	19-03-2019	21-03-2019	Amanda	Dean	FEMALE	Charles Castillo	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	New Mexico	BNM-030	Non Urgent	Company HQ	Email
11401	19-03-2019	21-03-2019	William	Johnson	MALE	Louis Gordon	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Arizona	MMP-004	Non Urgent	Company HQ	Email
11402	19-03-2019	21-03-2019	Antonio	Collins	MALE	Henry Knight	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	CAS-077	Non Urgent	Company HQ	Email
11403	19-03-2019	21-03-2019	Jean	Stanley	FEMALE	Martin Gardner	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	BNM-032	Non Urgent	Company HQ	Email
11404	19-03-2019	21-03-2019	Michelle	Shaw	FEMALE	Antonio Warren	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Maine	HOC-053	Non Urgent	Company HQ	Email
11405	19-03-2019	20-03-2019	Carl	Boyd	MALE	Fred Morris	Comm2	PERFORMANCE OR RESISTANCE TO PERSONAL DATA	Midwest	CLOSED	Ohio	HOC-047	Non Urgent	Company HQ	Email
11406	20-03-2019	01-04-2019	Gerald	Stone	MALE	Jesse Dean	Comm4	SECURITY CONTRACT MANAGEMENT REQUEST	West	CLOSED	California	CAP-024	Non Urgent	Company HQ	Email
11407	20-03-2019	26-03-2019	Cheryl	Reynolds	FEMALE	Phillip Stephens	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	New Mexico	HHC-057	Non Urgent	Company HQ	Email
11408	20-03-2019	27-03-2019	Pamela	Pierce	FEMALE	Douglas Ramirez	Comm4	SECURITY CONTRACT MANAGEMENT REQUEST	Northeast	CLOSED	Rhode Island	PNM-003	Non Urgent	Company HQ	Email
11409	20-03-2019	26-03-2019	Anne	Weaver	FEMALE	James Richards	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	HOC-064	Non Urgent	Company HQ	Email
11410	20-03-2019	26-03-2019	Melissa	Richards	FEMALE	Ernest Turner	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Nevada	MOT-009	Non Urgent	Company HQ	Email
11411	20-03-2019	20-03-2019	Jacqueline	Ford	FEMALE	Joshua Knight	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	North Carolina	CAS-018	Non Urgent	Company HQ	Email
11412	20-03-2019	26-03-2019	Phillip	Jones	MALE	Daniel Hunter	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	CAS-077	Non Urgent	Company HQ	Email
11413	20-03-2019	26-03-2019	Rose	Lane	FEMALE	Billy Howell	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Washington	CAP-070	Non Urgent	Company HQ	Email
11414	20-03-2019	26-03-2019	Gary	Carter	MALE	Phillip Lee	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Louisiana	CAP-027	Non Urgent	Company HQ	Email
11415	20-03-2019	26-03-2019	Albert	Turner	MALE	Aaron Howard	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	BNM-032	Non Urgent	Company HQ	Email
11416	20-03-2019	26-03-2019	Joan	Reid	FEMALE	Justin Robinson	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Oregon	PNM-003	Non Urgent	Company HQ	Email
11417	20-03-2019	22-03-2019	Philip	Flores	MALE	Jeffrey Richards	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	MOT-010	Non Urgent	Company HQ	Email
11418	20-03-2019	26-03-2019	Linda	Barnes	FEMALE	Samuel Wilson	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-051	Non Urgent	Company HQ	Email
11419	20-03-2019	22-03-2019	Eugene	Peters	MALE	Ernest Fields	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Wisconsin	HOC-049	Non Urgent	Company HQ	Email
11420	20-03-2019	26-03-2019	Anna	Ortiz	FEMALE	Peter Burns	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	CAS-019	Non Urgent	Company HQ	Email
11421	20-03-2019	26-03-2019	Craig	Lynch	MALE	Scott Berry	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Utah	CAS-016	Non Urgent	Company HQ	Email
11422	20-03-2019	26-03-2019	Heather	Ferguson	FEMALE	Carlos Lawrence	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-048	Non Urgent	Company HQ	Email
11423	20-03-2019	26-03-2019	Brenda	Fox	FEMALE	David Barnes	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	BNM-033	Non Urgent	Company HQ	Email
11424	20-03-2019	26-03-2019	Diane	Carr	FEMALE	Patrick Turner	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	North Carolina	PNM-003	Non Urgent	Company HQ	Email
11425	20-03-2019	26-03-2019	Virginia	Greene	FEMALE	Chris Wheeler	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New York	HOC-049	Non Urgent	Company HQ	Email
11426	20-03-2019	22-03-2019	Jerry	Williams	MALE	Henry Mills	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	CAS-018	Non Urgent	Company HQ	Email
11427	20-03-2019	26-03-2019	Samuel	Griffin	MALE	Harry Gardner	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAS-014	Non Urgent	Company HQ	Email
11428	20-03-2019	22-03-2019	Joe	Burns	MALE	George Henderson	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	CAS-022	Non Urgent	Company HQ	Email
11429	20-03-2019	22-03-2019	Jane	Cruz	FEMALE	Adam Harris	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	LBL-045	Non Urgent	Company HQ	Email
11430	20-03-2019	22-03-2019	Victor	Moreno	MALE	Wayne Gonzalez	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	BNM-041	Non Urgent	Company HQ	Email
11431	20-03-2019	22-03-2019	Billy	Rose	MALE	Ralph Green	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Connecticut	PNM-003	Non Urgent	Company HQ	Email
11432	20-03-2019	22-03-2019	Lois	Chavez	FEMALE	Russell Burke	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	North Carolina	HOC-051	Non Urgent	Company HQ	Email
11433	20-03-2019	22-03-2019	Carol	Ellis	FEMALE	Lawrence Howell	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAP-069	Non Urgent	Company HQ	Email
11435	20-03-2019	01-04-2019	James	Olson	MALE	Frank Long	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-049	Non Urgent	Company HQ	Email
11436	20-03-2019	22-03-2019	Albert	Collins	MALE	Willie Oliver	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Michigan	PNM-001	Non Urgent	Company HQ	Email
11437	20-03-2019	22-03-2019	Clarence	Harper	MALE	Larry Castillo	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Massachusetts	CAS-014	Non Urgent	Company HQ	Email
11438	20-03-2019	01-04-2019	Rebecca	Arnold	FEMALE	Ralph Green	Comm3	SECURITY CONTRACT MANAGEMENT REQUEST	South	CLOSED	Tennessee	CAS-020	Non Urgent	Company HQ	Email
11439	20-03-2019	28-03-2019	Julie	Welch	FEMALE	Dennis Montgomery	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Connecticut	CAP-069	Non Urgent	Company HQ	Email
11440	20-03-2019	28-03-2019	Anne	Mcdonald	FEMALE	Brian Davis	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Arizona	CAP-029	Non Urgent	Company HQ	Email
11441	20-03-2019	28-03-2019	Robert	Olson	MALE	Bruce Nichols	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	South Carolina	MMP-005	Non Urgent	Company HQ	Email
11442	20-03-2019	28-03-2019	Gerald	Armstrong	MALE	Christopher Harper	Comm4	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Nevada	CAP-071	Non Urgent	Company HQ	Email
11443	20-03-2019	28-03-2019	Teresa	Hamilton	FEMALE	Timothy Grant	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Connecticut	CAP-023	Non Urgent	Company HQ	Email
11444	20-03-2019	28-03-2019	Brandon	Bradley	MALE	Charles Rice	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Kansas	CAP-025	Non Urgent	Company HQ	Email
11445	20-03-2019	28-03-2019	Laura	Lee	FEMALE	Harry Banks	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	BNM-062	Non Urgent	Company HQ	Email
11446	20-03-2019	29-03-2019	Ruth	Scott	FEMALE	David Hunter	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Louisiana	CAS-014	Non Urgent	Company HQ	Email
11447	20-03-2019	28-03-2019	Johnny	Rivera	MALE	Paul Hart	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Massachusetts	CAP-026	Non Urgent	Company HQ	Email
11448	20-03-2019	28-03-2019	George	Dixon	MALE	David Bailey	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Connecticut	CAP-068	Non Urgent	Company HQ	Email
11449	20-03-2019	28-03-2019	Daniel	Mcdonald	MALE	Charles Ortiz	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Washington	BNM-034	Non Urgent	Company HQ	Email
11450	20-03-2019	03-04-2019	Eugene	Hayes	MALE	Fred Gilbert	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Washington	HOC-052	Non Urgent	Company HQ	Email
11451	20-03-2019	22-03-2019	Douglas	Austin	MALE	Fred Gilbert	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	BNM-062	Non Urgent	Company HQ	Email
11452	20-03-2019	22-03-2019	Kathryn	Mills	FEMALE	Jimmy Palmer	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Georgia	BNM-073	Non Urgent	Company HQ	Email
11453	20-03-2019	01-04-2019	Alan	Butler	MALE	Patrick Ruiz	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Iowa	CAS-019	Non Urgent	Company HQ	Email
11454	20-03-2019	03-04-2019	David	Murphy	MALE	Harry Reynolds	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	BNM-037	Non Urgent	Company HQ	Email
11455	20-03-2019	03-04-2019	Matthew	Jordan	MALE	Craig Carpenter	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Virginia	HHC-078	Non Urgent	Company HQ	Email
11456	20-03-2019	03-04-2019	Billy	Lynch	MALE	Keith Reed	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	HHC-063	Non Urgent	Company HQ	Email
11457	20-03-2019	28-03-2019	Nicholas	Patterson	MALE	Craig Ford	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	BNM-036	Non Urgent	Company HQ	Email
11458	20-03-2019	28-03-2019	Nicholas	Wells	MALE	Joshua Cooper	Comm4	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Washington	HOC-049	Non Urgent	Company HQ	Email
11459	20-03-2019	28-03-2019	Anthony	Morgan	MALE	Johnny Ross	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAP-024	Non Urgent	Company HQ	Email
11460	20-03-2019	28-03-2019	Ashley	Russell	FEMALE	Earl Stewart	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Arizona	HOC-054	Non Urgent	Company HQ	Email
11461	20-03-2019	28-03-2019	Harold	Stevens	MALE	Martin Clark	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	BNM-033	Non Urgent	Company HQ	Email
11462	20-03-2019	28-03-2019	Julia	Young	FEMALE	Scott Mason	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	CAS-077	Non Urgent	Company HQ	Email
11463	20-03-2019	28-03-2019	John	Hunter	MALE	Roy Garcia	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	HHC-063	Non Urgent	Company HQ	Email
11464	20-03-2019	28-03-2019	Lisa	Black	FEMALE	Bruce Price	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	FPT-060	Non Urgent	Company HQ	Email
11465	20-03-2019	28-03-2019	Dennis	Edwards	MALE	Jonathan Owens	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New York	CAS-067	Non Urgent	Company HQ	Email
11466	20-03-2019	28-03-2019	Ronald	Lewis	MALE	Gregory Mills	Comm4	SECURITY CONTRACT MANAGEMENT REQUEST	South	CLOSED	Florida	CAS-012	Non Urgent	Company HQ	Email
11467	20-03-2019	28-03-2019	Randy	Black	MALE	Raymond Murray	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Iowa	CAS-017	Non Urgent	Company HQ	Email
11468	20-03-2019	28-03-2019	Nancy	Harper	FEMALE	Kevin Gray	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	MOT-007	Non Urgent	Company HQ	Email
11469	20-03-2019	28-03-2019	Jack	Sullivan	MALE	Anthony Collins	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Massachusetts	BNM-037	Non Urgent	Company HQ	Email
11470	20-03-2019	28-03-2019	Robin	Mcdonald	FEMALE	Anthony Collins	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Colorado	OOT-061	Non Urgent	Company HQ	Email
11471	20-03-2019	28-03-2019	Martin	Reynolds	MALE	Andrew Smith	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	MOT-011	Non Urgent	Company HQ	Email
11472	20-03-2019	28-03-2019	Tammy	Lynch	FEMALE	Joseph Medina	Comm4	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	North Carolina	CAS-014	Non Urgent	Company HQ	Email
11473	20-03-2019	28-03-2019	Laura	Gordon	FEMALE	Randy Rodriguez	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-064	Non Urgent	Company HQ	Email
11474	20-03-2019	28-03-2019	Boca Ltd			Jason Vasquez	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	MMP-006	Non Urgent	Company HQ	Email
11475	20-03-2019	28-03-2019	Andrea	James	FEMALE	Andrew Rodriguez	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	BNM-039	Non Urgent	Company HQ	Email
11476	20-03-2019	28-03-2019	Kathy	Mendoza	FEMALE	David Bailey	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Ohio	LOL-046	Non Urgent	Company HQ	Email
11477	20-03-2019	28-03-2019	Jeffrey	Bailey	MALE	Ryan Reid	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Tennessee	CAP-025	Non Urgent	Company HQ	Email
11478	20-03-2019	28-03-2019	Wayne	Ferguson	MALE	Johnny Snyder	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Idaho	LBL-045	Non Urgent	Company HQ	Email
11479	20-03-2019	28-03-2019	Matthew	Fernandez	MALE	Harry Morris	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Washington	CAS-019	Non Urgent	Company HQ	Email
11480	20-03-2019	28-03-2019	Paul	Palmer	MALE	Benjamin Reid	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	HOC-064	Non Urgent	Company HQ	Email
11481	20-03-2019	28-03-2019	Heather	Jones	FEMALE	Carlos Lawrence	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Louisiana	HOC-047	Non Urgent	Company HQ	Email
11482	20-03-2019	28-03-2019	Sandra	Hansen	FEMALE	Harry Mason	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Michigan	CAS-014	Non Urgent	Company HQ	Email
11483	20-03-2019	28-03-2019	Stephanie	Wells	FEMALE	Jonathan Stevens	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Washington	CAP-023	Non Urgent	Company HQ	Email
11484	20-03-2019	28-03-2019	Gregory	Young	MALE	Justin Lynch	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	CAP-028	Non Urgent	Company HQ	Email
11485	20-03-2019	28-03-2019	Joan	Anderson	FEMALE	Ronald Chapman	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	MOT-010	Non Urgent	Company HQ	Email
11486	20-03-2019	28-03-2019	Doris	Palmer	FEMALE	Craig Russell	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	CAP-028	Non Urgent	Company HQ	Email
11487	20-03-2019	18-04-2019	Judith	Boyd	FEMALE	Ronald Perez	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	South Carolina	HHC-058	Non Urgent	Company HQ	Email
11488	20-03-2019	28-03-2019	Jack	Morris	MALE	Harry Gardner	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	CAS-019	Non Urgent	Company HQ	Email
11489	20-03-2019	28-03-2019	Mark	Gonzales	MALE	Gerald Jordan	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Rhode Island	CAS-075	Non Urgent	Company HQ	Email
11490	20-03-2019	28-03-2019	Phyllis	Gilbert	FEMALE	Jason Palmer	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-056	Non Urgent	Company HQ	Email
11491	20-03-2019	28-03-2019	Deborah	Hayes	FEMALE	Craig Elliott	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	CAP-028	Non Urgent	Company HQ	Email
11492	20-03-2019	28-03-2019	Mildred	Miller	FEMALE	David Cox	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New York	LBL-043	Non Urgent	Company HQ	Email
11493	20-03-2019	28-03-2019	Purity Corp			Justin Robinson	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Michigan	CAS-067	Non Urgent	Company HQ	Email
11494	21-03-2019	28-03-2019	Carolyn	Stanley	FEMALE	Bruce Sanders	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Washington	FPT-060	Non Urgent	Company HQ	Email
11495	21-03-2019	28-03-2019	Fred	Lynch	MALE	Thomas Stanley	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Maine	CAS-016	Non Urgent	Company HQ	Email
11496	21-03-2019	28-03-2019	Angela	Black	FEMALE	Benjamin Sullivan	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAP-029	Non Urgent	Company HQ	Email
11497	21-03-2019	22-03-2019	Frank	Mason	MALE	Mark Fisher	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	HOC-050	Non Urgent	Company HQ	Email
11498	21-03-2019	18-04-2019	Henry	Fields	MALE	Douglas Ramirez	Comm4	DISCUSSION DISMISSAL	West	CLOSED	California	CAP-070	Non Urgent	Company HQ	Email
11499	21-03-2019	28-03-2019	Mary	Kelly	FEMALE	Ronald Reed	Comm4	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	HOC-049	Non Urgent	Company HQ	Email
11500	21-03-2019	02-04-2019	Kevin	Payne	MALE	Kenneth Morris	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	BNM-073	Non Urgent	Company HQ	Email
11501	21-03-2019	02-04-2019	Phillip	Bishop	MALE	Todd Freeman	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Michigan	HOC-056	Non Urgent	Company HQ	Email
11502	21-03-2019	02-04-2019	Timothy	Jones	MALE	Jose Powell	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Massachusetts	HOC-052	Non Urgent	Company HQ	Email
11504	21-03-2019	18-04-2019	Jacqueline	Hernandez	FEMALE	Justin Lynch	Comm2	POOR SERVICE	Midwest	CLOSED	Illinois	BNM-039	Non Urgent	Company HQ	Email
